Sum of PRICE,Column Labels,,,,
Row Labels,CDS 10Y,CDS 1Y,CDS 3Y,CDS 5Y,CDS 7Y
07/11/2016,220.42,38.725,90.06,151.7,196.415
08/11/2016,220.725,38.855,90.315,152.04,196.765
09/11/2016,229.495,40.82,94.82,159.5,205.555
10/11/2016,241.455,43.565,101.185,170,217.685
11/11/2016,262.48,48.155,112.05,188.165,238.97
14/11/2016,272.555,50.53,117.445,197,249.235
15/11/2016,250.185,45.55,105.88,177.58,226.515
16/11/2016,258.02,47.32,109.96,184.335,234.44
17/11/2016,253.135,46.2,107.44,180.15,229.53
18/11/2016,255.11,46.71,108.6,182,231.605
21/11/2016,249.185,45.47,105.7,177,225.655
22/11/2016,245.84,44.65,103.875,174,222.205
23/11/2016,247.47,44.96,104.75,175.5,223.94
24/11/2016,246.925,44.78,104.455,175,223.35
25/11/2016,245.395,48.765,107.375,176.12,222.35
28/11/2016,245.325,48.685,107.43,176.11,222.315
29/11/2016,240.675,47.515,104.91,172.03,217.605
30/11/2016,235.93,46.395,102.415,167.915,212.815
01/12/2016,246.25,39.75,105.51,176.905,212.71
02/12/2016,242.725,39.09,103.795,174.035,209.36
05/12/2016,239.705,38.48,102.23,171.38,206.4
06/12/2016,233.65,37.29,99.11,166.115,200.505
07/12/2016,223.855,35.38,94.025,157.57,190.97
08/12/2016,222.205,36.12,93.4,155.915,199.775
09/12/2016,222.33,36.185,93.56,156.125,199.955
12/12/2016,225.485,36.815,95.345,159,203.215
13/12/2016,226.62,37.045,95.965,160,204.37
14/12/2016,226.63,37.06,96,160,204.385
15/12/2016,234.25,41.335,101.16,165,211.345
16/12/2016,232.92,41.13,100.625,164,210.08
19/12/2016,230.545,40.545,99.4,162,207.705
20/12/2016,229.46,40.275,98.775,161,206.575
21/12/2016,228.07,40.005,98.105,159.86,205.205
22/12/2016,228.24,40.03,98.2,160,205.375
23/12/2016,225.87,39.545,97,158,203.01
27/12/2016,226.115,40.11,97.925,158.5,203.505
28/12/2016,226.635,40.225,98.255,159,204.055
29/12/2016,227.885,40.445,98.85,160,205.28
30/12/2016,225.33,37.93,96.315,157.55,202.33
03/01/2017,225.285,37.95,95.92,157.165,202.22
04/01/2017,220.99,37.045,93.69,153.5,197.9
05/01/2017,213.98,31.635,87.295,146.255,190.405
06/01/2017,218.19,32.345,89.35,149.74,194.585
09/01/2017,223.2,33.29,92.045,154.105,199.67
10/01/2017,222.43,33.115,91.615,153.405,198.875
11/01/2017,223.105,33.235,91.98,154,199.57
12/01/2017,221.375,33.855,90.495,153,197.675
13/01/2017,219.4,33.455,89.505,151.325,195.7
16/01/2017,220.98,33.755,90.42,152.775,197.345
17/01/2017,220.18,34.525,90.76,152.255,196.165
18/01/2017,220.745,34.6,90.995,152.68,196.715
19/01/2017,224,39,91,152.17,199
20/01/2017,219.435,38.05,88.805,148.455,194.495
23/01/2017,223.425,34.095,87,150.12,197.045
24/01/2017,223.79,34.11,87.11,150.36,197.37
25/01/2017,218,34,86,146.83,193
26/01/2017,217.195,33.88,85.715,146.28,192.26
27/01/2017,217.325,33.885,85.79,146.4,192.405
30/01/2017,222.68,34.93,88.46,150.89,197.76
31/01/2017,225.315,35.445,89.79,153.12,200.415
01/02/2017,223,38,90,151.5,198
02/02/2017,222,37,89,148.705,197
03/02/2017,206.2,35.34,85,145.96,183.985
06/02/2017,214.63,32.51,82.86,142.875,189.35
07/02/2017,217.485,29.29,81.945,144.405,190.835
08/02/2017,216.095,31.59,83.375,141.405,190.47
09/02/2017,214.1,31.195,82.355,139.685,188.44
10/02/2017,210.545,30.585,80.755,136.91,184.96
13/02/2017,207.48,28.385,79,134.245,181.34
14/02/2017,204.865,27.945,77.815,132.185,178.795
15/02/2017,206.535,28.185,78.265,137.58,180.23
16/02/2017,207.805,27.62,77.485,137.99,181.255
17/02/2017,207.44,27.535,77.29,137.65,180.88
20/02/2017,204.55,27.03,75.99,135.305,178.04
21/02/2017,199.27,26.195,73.585,130.96,172.84
22/02/2017,197.125,26.185,73.555,126.57,173.215
23/02/2017,196.64,25.465,73.27,127.655,169.18
24/02/2017,197.46,25.59,73.645,128.3,169.97
27/02/2017,198.075,25.665,73.94,128.775,170.545
28/02/2017,187.49,25.82,74.715,130.155,163.81
01/03/2017,182.74,25.01,72.39,126.065,159.09
02/03/2017,183.955,25.235,73.1,127.24,160.375
03/03/2017,184.405,25.33,73.365,127.665,160.835
06/03/2017,185.905,25.605,74.185,129.005,162.345
07/03/2017,183.125,25.125,72.825,126.615,159.6
08/03/2017,187.35,25.875,74.965,130.29,163.795
09/03/2017,193.38,26.93,78.03,135.56,169.82
10/03/2017,196.815,28.03,81.175,131.05,172.825
13/03/2017,196.06,27.915,80.86,130.455,172.09
14/03/2017,195.435,27.805,80.595,129.99,171.5
15/03/2017,193.435,27.455,79.585,128.34,169.51
16/03/2017,188.43,26.53,76.915,124.07,164.49
17/03/2017,182.57,25.5,73.97,119.295,158.705
20/03/2017,199.925,28.825,78.62,130.585,174.22
21/03/2017,199.165,28.67,78.235,129.95,173.46
22/03/2017,202.485,29.235,79.8,132.56,176.685
23/03/2017,199.28,28.63,78.24,129.965,173.535
24/03/2017,198.205,28.445,77.775,129.16,172.515
27/03/2017,199.64,28.695,78.515,130.335,173.93
28/03/2017,198.245,28.415,77.815,129.18,172.555
29/03/2017,196.61,28.145,77.095,127.945,170.985
30/03/2017,194.12,27.685,75.875,125.93,168.545
31/03/2017,196.935,28.195,77.3,128.25,171.335
03/04/2017,197.37,28.255,77.55,128.62,171.775
04/04/2017,195.465,26.755,75.585,127.485,171.49
05/04/2017,196.18,26.885,75.96,128.085,172.21
06/04/2017,199.775,27.465,77.645,130.935,175.745
07/04/2017,199.365,27.39,77.475,130.635,175.34
10/04/2017,199.955,27.5,77.86,131.185,175.96
11/04/2017,204.925,28.33,80.23,135.175,180.865
12/04/2017,206.53,28.57,80.95,136.4,182.42
13/04/2017,208.055,28.79,81.645,137.585,183.915
14/04/2017,207.865,28.765,81.625,137.605,183.8
17/04/2017,207.89,28.88,81.775,138.035,183.94
18/04/2017,210.625,29.355,83.135,140.3,186.67
19/04/2017,202.065,28.47,80.725,136.27,177.51
20/04/2017,199.465,28.04,79.515,134.185,174.99
21/04/2017,199.7,30.225,76.52,132.56,176.06
24/04/2017,192.565,28.875,79.98,126.785,169.03
25/04/2017,193.09,28.985,76.835,127.265,169.575
26/04/2017,193.805,25.335,73.99,125.515,169.32
27/04/2017,195.975,25.655,74.985,127.215,171.435
28/04/2017,196.12,25.675,75.06,127.32,171.58
01/05/2017,194.36,25.39,74.275,125.94,169.86
02/05/2017,192.54,25.105,73.47,124.545,168.105
03/05/2017,191.705,24.96,73.07,123.85,167.27
04/05/2017,194.595,23.705,73.255,126.1,170.195
05/05/2017,194.475,25.3,74.225,126.235,170.095
08/05/2017,192.17,24.935,73.19,124.41,167.84
09/05/2017,192.395,24.98,73.355,124.665,168.105
10/05/2017,193.285,25.135,73.815,125.405,168.995
11/05/2017,197.21,25.745,75.67,128.55,172.855
12/05/2017,196.735,25.665,75.46,128.175,172.4
15/05/2017,197.975,25.855,76.055,129.145,173.605
16/05/2017,195.19,25.41,74.76,126.93,170.88
17/05/2017,200.685,26.3,77.38,131.345,176.3
18/05/2017,202.575,26.565,78.165,132.73,178.095
19/05/2017,189.625,24.46,72.025,122.295,165.305
22/05/2017,192.51,24.93,73.47,124.665,168.175
23/05/2017,191.785,24.82,73.165,124.125,167.485
24/05/2017,193.315,25.095,73.96,125.415,169.03
25/05/2017,192.245,24.895,73.43,124.525,167.965
26/05/2017,192.41,24.925,73.54,124.685,168.14
29/05/2017,192.96,24.985,73.865,125.18,168.71
30/05/2017,192.73,24.995,73.78,124.995,168.485
31/05/2017,193.8,24.045,71.635,124.49,169.045
01/06/2017,191.175,23.63,70.43,122.405,166.47
02/06/2017,188.22,23.165,69.105,120.08,163.58
05/06/2017,188.55,23.185,69.255,120.3,163.885
06/06/2017,189.465,23.355,69.73,121.075,164.805
07/06/2017,188.3,23.16,69.18,120.125,163.65
08/06/2017,187.385,23.03,68.815,119.46,162.79
09/06/2017,184.46,22.57,67.515,117.18,159.94
12/06/2017,184.425,22.565,67.57,117.205,159.94
13/06/2017,179.045,21.76,65.125,112.94,154.665
14/06/2017,177.22,20.09,63.075,109.58,150.865
15/06/2017,183.025,20.88,65.625,114.01,156.435
16/06/2017,183.975,21.03,66.1,114.815,157.385
19/06/2017,183.845,20.99,66.085,114.74,157.28
20/06/2017,185.36,21.23,66.825,115.97,158.775
21/06/2017,188.035,21.605,68.04,118.075,161.38
23/06/2017,184.19,21.02,66.3,115.04,157.635
29/06/2017,186.845,21.425,67.71,117.31,160.325
30/06/2017,185.58,24.81,69.045,117.45,159.53
03/07/2017,185.09,24.765,68.92,117.145,159.085
04/07/2017,186.625,25.03,69.705,118.43,160.62
05/07/2017,188.715,25.4,70.705,120.11,162.67
06/07/2017,190.475,25.675,71.535,121.505,164.395
07/07/2017,193.31,26.165,72.925,123.83,167.2
10/07/2017,188.685,25.39,70.82,120.185,162.7
11/07/2017,188.28,25.315,70.63,119.85,162.3
12/07/2017,185.87,24.875,69.485,117.925,159.94
13/07/2017,184.315,24.595,68.73,116.64,158.395
14/07/2017,183.71,24.5,68.485,116.195,157.83
17/07/2017,183.365,24.415,68.36,115.94,157.52
18/07/2017,186.52,23.62,66.24,117.075,158.92
19/07/2017,186.13,23,65.875,116.07,158.77
20/07/2017,185.37,23,65.625,115.665,156.61
21/07/2017,184.03,23,65.175,115.8,154.38
24/07/2017,184.85,23,65.45,116.345,155.75
25/07/2017,184.3,22.905,65.225,115.945,155.24
26/07/2017,183.5,21.12,63.115,112.32,155.38
27/07/2017,181.52,21.1,64.115,110.98,152.94
28/07/2017,182.22,21.195,64.465,111.58,153.65
31/07/2017,183.03,22.21,66.58,111.775,154.21
01/08/2017,181.94,21.09,65.395,110.245,153.37
02/08/2017,181.135,20.96,65.015,109.6,152.575
03/08/2017,180.5,20.62,64.205,108.43,151.695
04/08/2017,182.84,20.72,64.62,109.925,152.49
07/08/2017,182.31,21.19,65,109.17,151.86
08/08/2017,182.05,21.45,65,108.95,151.665
09/08/2017,184.24,22.13,67.17,111.955,153.845
10/08/2017,185.895,22.35,67.935,113.22,155.42
11/08/2017,189.61,22.9,69.625,116.03,158.94
14/08/2017,187.69,22.61,68.795,114.58,157.125
15/08/2017,182.2,21.785,66.295,110.38,151.89
16/08/2017,182.69,21.54,65.73,109,153.05
17/08/2017,184.815,21.825,66.68,110.585,155.07
18/08/2017,185.34,21.915,66.91,110.93,155.55
21/08/2017,185.04,21.875,66.835,110.735,155.285
22/08/2017,181.035,21.27,65.01,107.69,151.435
23/08/2017,182.29,21.47,65.635,108.7,152.665
24/08/2017,172.77,19.115,59.735,107.455,149.095
25/08/2017,168.515,18.535,57.915,104.155,144.94
28/08/2017,171.355,18.635,58.45,103.08,142.19
29/08/2017,174.41,19.105,59.82,105.435,145.115
30/08/2017,170.805,18.37,57.735,102.175,141.835
31/08/2017,169.46,18.39,57.255,100.24,139.5
01/09/2017,168.62,18.235,56.87,99.595,138.695
04/09/2017,171.23,18.595,58.085,101.665,141.23
05/09/2017,170.67,19.715,58.67,101.87,140.58
06/09/2017,173.1,20.24,60.77,102.185,142.22
07/09/2017,169.53,22.765,58.735,100.96,141.2
08/09/2017,170.9,18.335,58.05,100.66,139.15
11/09/2017,168.25,18.62,57,98.115,138.03
12/09/2017,166.69,16.565,55.005,97.312,136.1
13/09/2017,166,16.5,54.765,96.976,135.495
14/09/2017,163,16.42,53.345,95.139,133.765
15/09/2017,163.1,15.505,53.255,94.115,133.33
18/09/2017,160.75,16.125,52,92.585,131.61
19/09/2017,159.135,16.085,50.43,91.135,130.15
20/09/2017,167.17,20.97,58.225,99.87,139.28
21/09/2017,168.765,20.485,60.2,101.77,140.175
22/09/2017,170.38,20.735,60.955,103.015,141.715
25/09/2017,172.1,20.96,61.745,104.325,143.35
26/09/2017,171.625,20.875,61.505,103.92,142.87
27/09/2017,173.445,21.17,62.35,105.315,144.6
28/09/2017,175.47,24.74,63.77,105.45,146.465
29/09/2017,172.79,26.715,62.175,104.387,142.895
02/10/2017,172.255,26.625,61.995,103.685,142.415
03/10/2017,170.06,22.32,60.225,101.615,139.335
04/10/2017,168.55,23.655,58.55,100.645,139.105
05/10/2017,167.715,23.485,58.185,100.025,138.315
06/10/2017,167.24,22.47,58,100.555,137.475
09/10/2017,168,23.15,58.855,101.015,138.145
10/10/2017,168.41,24,60.005,100.9,138.61
11/10/2017,168,24,59.89,99.705,138.06
12/10/2017,167.35,23.845,59.6,99.215,137.445
13/10/2017,165.77,22.265,58.07,98.255,136.375
16/10/2017,168.095,20.16,57.275,99.07,138.2
17/10/2017,166.655,21.3,57.69,98.53,137.05
18/10/2017,164.985,20.97,56.915,97.27,135.48
19/10/2017,163.905,19.945,55.87,96.215,134.39
20/10/2017,161.835,19.76,55.085,94.73,132.46
23/10/2017,160.24,20,54.555,93.645,131.235
24/10/2017,158.54,20,53.635,94,130.73
25/10/2017,159.03,19.925,53.94,93.175,129.38
26/10/2017,159.865,20.93,53.965,93.52,130.065
27/10/2017,158.755,20,53.88,93.415,130.385
30/10/2017,158.11,20,53.61,93.795,130.67
31/10/2017,158.375,20,53.875,93.61,129.87
01/11/2017,157.765,20,53.5,92.895,128.705
02/11/2017,160.215,19.975,54.81,94.475,129.655
03/11/2017,160.225,20,55.11,95.265,131.47
06/11/2017,161.455,20.78,56.11,96.405,132.71
07/11/2017,164.295,21.345,57.545,98.63,135.305
08/11/2017,167.26,21.835,58.865,100.87,138.095
09/11/2017,168.745,22.1,60.555,102.06,137.42
10/11/2017,170.215,22.345,61.245,103.2,138.81
13/11/2017,173.005,22.82,61.455,102.51,141.335
14/11/2017,170.575,22.57,58.71,101.43,139.715
15/11/2017,173.325,23.025,59.905,103.48,142.28
16/11/2017,172.19,23.32,59.965,98.77,141.47
17/11/2017,169.78,23,58.22,99.025,138.955
20/11/2017,170.18,23,59.465,99.49,138.86
21/11/2017,169.24,22.34,58.91,97.935,137.38
22/11/2017,167.8,22.2,57.68,98.47,136.4
23/11/2017,170.385,22.85,57.15,97.585,141
24/11/2017,166.33,22.05,57.95,97.065,134.955
27/11/2017,167.665,21,55.33,95.63,137.315
28/11/2017,163.69,20.64,53.72,93.725,135.39
29/11/2017,162.035,20.34,53.66,93.115,133.075
30/11/2017,162.23,20.41,53.59,92.715,133.575
01/12/2017,162.35,20.77,53.975,93.45,133
04/12/2017,162.605,21,54.37,93.19,132.065
05/12/2017,162.53,21,54.88,94.24,131.59
06/12/2017,162.645,21,54.365,94.88,131.995
07/12/2017,163.395,21.805,55.53,95.115,132.695
08/12/2017,163.455,21.91,55.81,94.8,132.545
11/12/2017,161.23,21.53,54.9,93.21,130.5
12/12/2017,158.575,21.085,53.77,91.27,128.045
13/12/2017,158.74,21.12,53.87,91.42,128.205
14/12/2017,159.725,21.25,54.25,92.08,129.09
15/12/2017,157.745,20.91,53.4,90.62,127.225
18/12/2017,157.76,20.91,53.43,90.62,127.235
19/12/2017,155.57,20.55,52.54,89.09,125.26
20/12/2017,156.315,20.435,52.23,88.47,125.32
21/12/2017,154.02,20.05,51.295,86.87,123.245
22/12/2017,155.215,19.675,52.265,86.4,123.52
25/12/2017,155.265,19.745,52.385,86.4,123.505
26/12/2017,155.03,19.755,52.385,86.22,123.23
27/12/2017,155.945,19.235,51.765,86.33,123.79
28/12/2017,154.655,18.985,51.165,85.345,122.55
29/12/2017,153.935,18.89,50.9,84.875,121.92
01/01/2018,154.085,18.88,51,85.005,122.085
02/01/2018,154.4,18.57,48,85.47,124.185
03/01/2018,151.785,17.88,48.38,84.248,120.97
04/01/2018,150.36,16.85,47.145,83.055,119.125
05/01/2018,144.93,15.36,45.08,79.595,115.37
08/01/2018,142.26,14.895,44.105,78.19,113.01
09/01/2018,141.635,14.525,43.64,76.715,112.925
10/01/2018,139.43,14.72,44.84,78.31,110.61
11/01/2018,141.735,14.97,45.645,78.325,113.2
12/01/2018,141.325,14.925,45.385,78.865,112.995
15/01/2018,143.46,14.745,44.715,79.575,112.94
16/01/2018,142.735,14.665,44.425,78.775,113.48
17/01/2018,143.84,14.98,44.925,79.665,113.465
18/01/2018,144.57,15.92,45.885,80.954,114.63
19/01/2018,145.56,16.065,46.33,80.675,115.58
22/01/2018,146.935,16.345,47.115,81.06,116.815
23/01/2018,144.75,15.76,44.85,80.085,113.75
24/01/2018,140.645,15.965,44.065,78.88,110.65
25/01/2018,143.7,16.08,44.175,80,113.15
26/01/2018,141.775,16.005,43.42,78.68,110.79
29/01/2018,141.905,15.825,42.815,79.93,110.225
30/01/2018,144.95,16.27,45.85,83.065,112.92
31/01/2018,144.935,16.28,45.805,81.365,114.63
01/02/2018,143.475,16.74,47.17,80.71,111.165
02/02/2018,147.305,17.35,48.885,83.58,114.7
05/02/2018,147.735,17.43,49.155,83.99,115.155
06/02/2018,157.5,20,52.335,84.924,124.925
07/02/2018,149.65,18.585,50.91,84.805,118.21
08/02/2018,151.945,19.18,50.91,90.845,120.355
09/02/2018,164.485,21.25,56.33,100.43,131.9
12/02/2018,162.89,19.215,56.675,93.445,131.15
13/02/2018,158.935,18.71,53.225,93.31,127.225
14/02/2018,158.82,18.045,53.935,90.96,126.82
15/02/2018,154.495,17.43,52.125,87.88,122.88
16/02/2018,151.365,16.96,50.545,85.54,119.655
19/02/2018,150.575,17.33,50.805,84.66,118.545
20/02/2018,151.5,17.62,50.335,87.41,120.485
21/02/2018,152.3,17.605,50.31,88.13,120.9
22/02/2018,153.095,17.72,50.695,88.795,121.68
23/02/2018,152.63,17.565,49.565,88.105,120.76
26/02/2018,150.5,17.75,48,85.115,120
27/02/2018,150.74,17.8,48.105,85.28,120.22
28/02/2018,150.28,17.75,47.97,85.01,119.83
01/03/2018,151.42,16.92,48,87.365,120.34
02/03/2018,152.52,16.82,49.09,88.01,122.13
05/03/2018,153.76,16.75,49.385,87.035,122.52
06/03/2018,152.78,16.605,48.995,86.35,121.63
07/03/2018,156.67,16.7,51.13,90.35,124.48
08/03/2018,156.96,16.91,51.785,89.715,125.41
09/03/2018,155.365,16.695,51.115,88.52,123.93
12/03/2018,153.64,15.395,48.695,87.14,122.4
13/03/2018,153.61,15.57,48.79,87.375,122.43
14/03/2018,156.875,15.54,50.52,88.975,124.6
15/03/2018,159.185,15.82,51.47,90.645,126.715
16/03/2018,157.81,15.65,50.92,89.635,125.445
19/03/2018,157.025,15.755,50.8,92.575,125.44
20/03/2018,169.795,23.92,64.04,102.52,136.27
21/03/2018,170.015,22.255,62.275,102.06,138.25
22/03/2018,170.665,22.35,63.02,104.16,138.28
23/03/2018,174.865,22.99,64.88,107.255,142.095
26/03/2018,172.66,22.63,63.895,105.585,140.06
27/03/2018,168.115,21.89,61.845,102.175,135.88
28/03/2018,169.82,22.14,62.58,103.395,137.4
29/03/2018,166.68,21.595,61.115,100.985,134.48
30/03/2018,166.01,21.605,60.985,100.76,134.1
02/04/2018,170.175,22.275,62.94,103.95,137.97
03/04/2018,167.165,21.77,61.56,101.665,135.18
04/04/2018,167.165,21.8,61.625,101.725,135.225
05/04/2018,164.32,21.32,60.335,99.58,132.605
06/04/2018,166.3,21.655,61.3,101.14,134.475
09/04/2018,167.4,21.745,60.05,100.27,136.15
10/04/2018,166.88,20.01,58.305,98.835,134.7
11/04/2018,170.17,20.495,59.33,101.315,135.84
12/04/2018,172.465,21.075,60.81,100.71,137.38
13/04/2018,166.65,20.925,57.85,97.02,132.76
16/04/2018,166.2,20.5,57.17,97.065,132.83
17/04/2018,165.1,19.775,56.54,96.095,131.555
18/04/2018,165.135,18.945,55.94,96.335,131.66
19/04/2018,167.04,18.185,56.925,98.105,133.95
20/04/2018,168.515,18.405,57.62,99.27,135.355
23/04/2018,172.6,18.985,59.48,102.39,139.175
24/04/2018,173.86,18.57,57.99,101.81,137.5
25/04/2018,178.77,22.92,63.3,106.715,143.08
26/04/2018,178.94,22.95,63.83,105.755,143.435
27/04/2018,178.055,22.895,64.74,105.875,142.6
30/04/2018,176.4,22.93,63.895,104.23,141.01
01/05/2018,178.785,23.315,64.98,105.99,143.18
02/05/2018,180.845,22.695,65.235,109.742,145.42
03/05/2018,187.535,23.41,67.935,114.47,152.865
04/05/2018,198.94,24.21,72.77,115.92,162.005
07/05/2018,203.74,26.28,74.335,126.63,167.035
08/05/2018,207.82,26.95,76.24,129.825,170.88
09/05/2018,211.42,27.045,78.49,128.275,176.7
10/05/2018,195.835,24.56,71.335,116.58,161.99
11/05/2018,192.85,24.065,69.965,114.32,159.15
14/05/2018,190.535,23.685,68.965,112.645,157.01
15/05/2018,196.23,23.005,69.08,120.52,160.04
16/05/2018,201.02,24.9,74.175,119.86,159.05
17/05/2018,204.9,25.49,76.02,122.81,162.605
18/05/2018,208.005,25.985,77.515,125.195,165.475
21/05/2018,202.29,26.105,76.35,125.14,164.43
22/05/2018,195.205,24.97,73.03,119.675,157.855
23/05/2018,201.91,24.515,74.57,122.24,161.515
24/05/2018,196.9,23.51,70.845,118.845,161.62
25/05/2018,194.785,23.165,69.87,117.22,159.62
28/05/2018,188.335,22.16,66.97,112.345,153.565
29/05/2018,193.34,21.945,67.705,117.89,157.28
30/05/2018,193.835,21.965,67.81,118.115,157.62
31/05/2018,198.22,22.585,69.775,121.51,161.735
01/06/2018,199.75,22.79,70.46,122.705,163.17
04/06/2018,201.78,25.295,73.435,122.68,164.46
05/06/2018,200.05,23.37,72.16,122.84,163.92
06/06/2018,204.58,25.44,74.91,125.47,167.86
07/06/2018,203.17,24.89,75,125.385,165.89
08/06/2018,207.865,25.59,77.135,128.95,170.225
11/06/2018,210.225,24.09,76.955,127.565,171.055
12/06/2018,205.115,24.23,76,126.29,170.115
13/06/2018,205.27,24.54,76,127.54,170.27
14/06/2018,204.86,24.48,75.855,127.255,169.905
15/06/2018,208.535,25.005,77.515,130.045,173.33
18/06/2018,212.82,25.66,79.58,133.405,177.405
19/06/2018,219.175,26.615,82.575,138.39,183.445
20/06/2018,212.42,25.575,79.39,133.06,176.995
21/06/2018,215.525,26.575,77.43,135.97,178.525
22/06/2018,214.635,25.545,77.77,130.75,177.635
25/06/2018,214.37,25.63,77.67,135.835,176.91
26/06/2018,212.665,25.375,76.915,134.5,175.31
27/06/2018,216.34,26.415,77.335,138.17,179.415
28/06/2018,221.98,27.24,79.815,142.595,184.71
29/06/2018,219.68,26.075,81.38,136.07,181.83
02/07/2018,226.73,27.15,84.765,141.59,188.515
03/07/2018,220.09,26.155,81.7,136.45,182.255
04/07/2018,216.765,25.625,80.115,133.845,179.08
05/07/2018,221.045,26.175,82.57,132.91,183.09
06/07/2018,221.015,26.32,83.055,133.665,184.02
09/07/2018,210.275,24.345,74.54,125.805,172.54
10/07/2018,207.195,23.905,73.215,123.535,169.69
11/07/2018,211.115,24.495,75.005,126.52,173.385
12/07/2018,205.965,23.7,72.675,122.595,168.52
13/07/2018,199.945,22.35,68.815,119.75,162.21
16/07/2018,195.715,22.02,67.035,116.93,158.415
17/07/2018,194.855,21.9,66.705,116.325,157.645
18/07/2018,193.78,21.75,66.265,115.545,156.655
19/07/2018,198.005,22.36,68.145,118.77,160.615
20/07/2018,198.285,22.375,68.245,118.945,160.85
23/07/2018,193.775,21.745,66.39,115.645,156.72
24/07/2018,190.5,21.3,65.06,113.28,153.75
25/07/2018,178.235,21.71,64.34,108.855,148.515
26/07/2018,175.17,21.22,62.965,106.53,145.615
27/07/2018,184.92,18.635,63.745,107.71,149.425
30/07/2018,188.695,20.255,62.88,110.315,153.255
31/07/2018,190.605,20.53,63.74,111.775,155.075
01/08/2018,194.465,21.065,65.39,114.635,158.665
02/08/2018,193.93,20.585,65.275,118.145,159.175
03/08/2018,191.6,20.25,64.285,116.345,156.96
06/08/2018,196.075,20,65.765,114.65,158.535
07/08/2018,191.115,19.345,63.66,110.965,153.92
08/08/2018,193.515,19.67,64.73,112.795,156.18
09/08/2018,194.18,19.75,65.015,113.275,156.785
10/08/2018,203.34,20.93,68.91,120.02,165.26
13/08/2018,209.315,21.71,71.505,124.47,170.82
14/08/2018,206.705,21.375,70.395,122.51,168.375
15/08/2018,212.725,22.18,73.055,127.095,174.04
16/08/2018,210.725,24.565,71.43,123.92,168.87
17/08/2018,211.885,24.75,71.975,124.825,169.96
20/08/2018,209.02,24.335,70.81,122.725,167.34
21/08/2018,205.285,22.595,69.16,119.87,163.85
22/08/2018,201.915,23.755,69.755,119.475,164.685
23/08/2018,204.04,22.86,70.665,121.055,166.675
24/08/2018,202.315,22.615,69.935,119.78,165.055
27/08/2018,199.975,21.845,67.455,115.765,158.735
28/08/2018,198.635,21.505,65.52,115.305,157.99
29/08/2018,202.65,21.48,67.125,118.05,162.24
30/08/2018,202.575,22.1,68.71,122.525,161.28
31/08/2018,208.83,22.96,71.41,127.325,167.025
03/09/2018,216.14,24.04,75.4,130.615,174.74
04/09/2018,224.99,27.145,82.765,143.245,184.775
05/09/2018,229.83,36.17,93.23,144.825,192.47
06/09/2018,225.925,35.37,91.24,141.745,188.74
07/09/2018,221.26,36.38,88.37,141.32,184.285
10/09/2018,224.71,37.64,92.3,143.685,186.615
11/09/2018,223.98,37.35,92.26,142.83,184.84
12/09/2018,225.72,36.26,93,141.07,186.65
13/09/2018,217.145,34.495,88.54,134.295,178.505
14/09/2018,216.185,34.295,88.065,133.565,177.605
17/09/2018,219.685,35.045,90.005,136.405,180.97
18/09/2018,216.835,34.47,88.54,134.165,178.275
19/09/2018,215.41,34.23,87.915,133.16,177.01
20/09/2018,219.755,47.35,96.485,139.655,179.03
21/09/2018,211.54,33.92,85.885,132.615,173.935
24/09/2018,213.97,37.355,87.385,134.15,176.13
25/09/2018,217.35,38.085,89.11,136.775,179.295
26/09/2018,209.69,35.265,85.36,132.99,174.68
27/09/2018,207.67,34.795,84.285,131.35,172.74
28/09/2018,210.47,35.355,82.03,130.275,172.165
01/10/2018,208.395,34.94,81.08,128.73,170.26
02/10/2018,216.145,36.59,84.9,134.735,177.515
03/10/2018,209.89,37.145,84.29,132.91,176.49
04/10/2018,218.71,39.145,88.815,139.94,184.965
05/10/2018,217.985,37.47,90.65,144.035,181.65
08/10/2018,222.595,38.46,93.12,147.885,186.07
09/10/2018,223.11,38.43,95.98,146.245,188.72
10/10/2018,223.845,38.575,96.37,146.82,189.4
11/10/2018,227.59,39.365,98.365,149.83,192.985
12/10/2018,220.52,37.83,94.55,144.045,186.16
15/10/2018,221.95,39.05,93.735,146.76,187.68
16/10/2018,219.94,38.62,92.71,145.15,185.78
17/10/2018,217.94,38.22,91.735,143.575,183.9
18/10/2018,220.26,38.52,91.22,147.265,184.95
19/10/2018,221.88,38.875,92.045,148.585,186.49
22/10/2018,221.59,38.85,91.99,148.415,186.25
23/10/2018,225.06,39.585,93.78,151.28,189.56
24/10/2018,228,40.245,95.295,153.695,192.355
25/10/2018,227.185,39.99,94.78,152.92,191.505
26/10/2018,234.15,41.525,98.41,158.72,198.175
29/10/2018,227.375,42.57,103.655,158.605,191.11
30/10/2018,228.535,42.84,104.335,159.615,192.23
31/10/2018,235.3,42.45,102.55,157.675,200
01/11/2018,234.63,42.315,101.81,157.245,200.01
02/11/2018,226.285,40.46,97.375,150.41,191.995
05/11/2018,227.195,40.74,98.04,151.305,192.965
06/11/2018,220.455,39.25,94.48,145.81,186.505
07/11/2018,217.09,38.55,92.765,143.12,183.31
08/11/2018,215.555,38.205,91.965,141.865,181.84
09/11/2018,217.42,38.62,92.98,143.415,183.635
12/11/2018,219.175,38.995,93.92,144.815,185.29
13/11/2018,221.64,39.565,95.245,146.825,187.65
14/11/2018,222.44,39.725,95.64,147.425,188.385
